IID	PRS_raw.V1	PRS_std_within	PRS_std_EUR.V1
HG01583	0.473645256121131	-0.0909682697550988	1.25507833332109
HG01586	0.625742352010196	0.593119943986414	1.48528094320062
HG01589	0.274730120878075	-0.985630319409379	0.954015495731535
HG01593	0.864134901692948	1.665339847519	1.8460937962799
HG02490	0.487130617337311	-0.0303150625908799	1.27548875160677
HG02491	0.927798864958081	1.95168171785632	1.94245073467665
HG02493	0.546627144860361	0.237282901717079	1.36553817585458
HG02494	0.687689688013807	0.871740927411798	1.57903972498247
HG02597	0.625879737495381	0.593737863681758	1.48548887943414
HG02600	0.80103836886728	1.38155011319379	1.75059567748996
HG02601	0.725304764567225	1.04092253064205	1.63597104732495
HG02603	0.802653889681005	1.38881625290055	1.7530408070663
HG02604	1.00508712052874	2.29930166672829	2.05942836690166
HG02648	0.410984046701915	-0.372800046830839	1.16023908696866
HG02649	0.700143739215016	0.927755604025311	1.59788923077568
HG02651	0.425870667891638	-0.305844382498157	1.18277034589987
HG02652	0.484769205323007	-0.0409360025722145	1.27191469777282
HG02654	0.274013318131256	-0.988854288334032	0.952930597547767
HG02655	0.921831611561293	1.9248427588789	1.93341915325346
HG02657	0.467260540653742	-0.119684850921907	1.24541491302144
HG02658	0.713192882758931	0.986446831794212	1.61763942313105
HG02660	0.584395900768171	0.407155709696649	1.42270209559321
HG02661	0.504526553393507	0.0479267654564133	1.30181791889313
HG02681	0.396188489855013	-0.43934613040689	1.1378456561088
HG02682	0.646856269069998	0.688084162218836	1.51723736408778
HG02684	0.510847632475649	0.076357128790736	1.31138502399437
HG02685	0.68480329584225	0.858758780361216	1.57467110106401
HG02687	0.472473096070725	-0.0962403025339891	1.25330424091503
HG02688	0.783863036147871	1.30430049437788	1.72460039865544
HG02694	0.851623107132814	1.60906545818033	1.82715689452524
HG02696	0.473692841682094	-0.090754243831668	1.2551503552112
HG02697	0.324930045647588	-0.75984575288102	1.02999428829262
HG02699	0.524131058308325	0.136102089712746	1.33148980822414
HG02700	0.446999312226004	-0.210813925295882	1.21474905687102
HG02724	0.557696811591523	0.287071022236868	1.38229238248236
HG02725	0.762400820295996	1.20776973013665	1.69211681917603
HG02727	0.471794488649154	-0.0992924800666452	1.25227715227395
HG02728	0.709854624489959	0.971432323312771	1.61258688901475
HG02731	0.646225933872165	0.685249099017771	1.51628333661743
HG02733	0.666790987933013	0.777744692150228	1.5474090401652
HG02734	0.403896554525746	-0.404677511909058	1.1495119972309
HG02736	0.477862687845979	-0.0719994964306418	1.26146151759146
HG02737	0.456214189734959	-0.169368103742881	1.22869599543604
HG02774	0.722797676790889	1.02964638372694	1.63217650972424
HG02775	0.489888827906167	-0.0179094388664947	1.27966336958902
HG02778	0.461684733059257	-0.144763201268976	1.2369757942274
HG02780	0.731977438610074	1.07093426518682	1.64607029984887
HG02783	0.69385572949037	0.899473976980572	1.58837217694175
HG02784	0.714514549317021	0.992391301079445	1.61963979722948
HG02786	0.598832452711726	0.472087094309382	1.44455216390413
HG02787	0.863075198718212	1.66057361374677	1.84448991036048
HG02789	0.929476604259893	1.95922769810921	1.94499003342997
HG02790	0.590750754664851	0.435737982259818	1.43232031968794
HG02792	0.863347247600965	1.6617972099842	1.8449016628825
HG02793	0.35348892675827	-0.631396265721104	1.07321884119081
HG03006	0.608522059197456	0.515668107831928	1.45921761618434
HG03007	0.416058810261798	-0.349975245880185	1.16791986357506
HG03009	0.913953812690634	1.8894107256363	1.92149591534066
HG03012	0.718755943340299	1.01146784980773	1.6260592490144
HG03015	0.608856612222538	0.517172829404634	1.4597239702279
HG03016	1.00953931226411	2.31932632185849	2.0661668660898
HG03018	0.478436073822413	-0.0694205741566139	1.26232935104661
HG03019	0.839260207295192	1.55346075371738	1.8084453485114
HG03021	0.543456553241418	0.223022508746207	1.36073940924253
HG03022	0.49140856260375	-0.0110741170705454	1.28196352457662
HG03228	0.30029290363204	-0.870656405606467	0.992705381763537
HG03229	0.563607359131408	0.313654934869515	1.39123813822836
HG03234	0.419718056195183	-0.333517028847322	1.17345822023554
HG03235	0.278007498558685	-0.97088963399274	0.958975885614244
HG03237	0.601727344878189	0.485107471848836	1.44893365276915
HG03238	0.419278502354207	-0.335494013352902	1.17279294493371
HG03488	0.383917667781027	-0.494536696043037	1.11927347200307
HG03490	0.728987912416882	1.05748825149747	1.64154558011012
HG03491	0.787434342897928	1.32036318670667	1.73000565724856
HG03585	0.717186392108709	1.00440846782467	1.62368369550537
HG03589	0.827238028212479	1.49938851147041	1.79024949154844
HG03593	0.659774632493233	0.746187179288342	1.53678961758755
HG03594	1.03691864365168	2.44247053965484	2.10760614213469
HG03595	0.847319446271628	1.58970885144258	1.82064320038473
HG03598	0.732140242044387	1.07166650737671	1.64631670675925
HG03600	0.500265227576552	0.0287605693548295	1.29536829985948
HG03603	0.660050855154724	0.747429547960735	1.537207687224
HG03604	0.581915117277397	0.395997871757908	1.41894737016086
HG03607	0.924474910997906	1.93673154596854	1.93741985047549
HG03611	0.464486219002362	-0.13216293757927	1.2412159105286
HG03615	0.51525889456919	0.096197694373376	1.31806157518596
HG03616	0.542764284730579	0.219908887633054	1.35969164421453
HG03619	0.797542024470715	1.36582457958718	1.74530387622037
HG03624	0.249416970942676	-1.0994814578697	0.9157034349697
HG03625	0.468399212626985	-0.114563437711088	1.24713832041792
HG03629	0.543530609638732	0.223355592742705	1.36085149537961
HG03631	0.515670142223866	0.0980473659390806	1.31868400839457
HG03634	0.931073670611653	1.96641083504826	1.94740723173463
