IID	PRS_raw.V1	PRS_std_within	PRS_std_EUR.V1
HG01583	0.0477855272714132	-0.671606260022181	0.610529399294769
HG01586	-0.71516016504444	-1.84966696779609	-0.544207241407153
HG01589	-0.200031155616752	-1.05425878664599	0.235452894124983
HG01593	0.159348723496941	-0.49934207499477	0.779382977908464
HG02490	0.368477063129708	-0.176428029755798	1.0959037457892
HG02491	-0.561821440593176	-1.61289739418741	-0.312125396859472
HG02493	-0.756239709152583	-1.91309769070924	-0.606382118653023
HG02494	-0.702376110946394	-1.82992717245987	-0.524858268298831
HG02597	0.0248383389820455	-0.707038901099866	0.575798278343831
HG02600	0.881563187813187	0.615825743063662	1.87247192616564
HG02601	0.386570091019457	-0.148490673982976	1.12328797831841
HG02603	-0.18715730676263	-1.03438033966659	0.254937773754605
HG02604	0.876341342916589	0.607762717927364	1.86456853842141
HG02648	0.887157161882494	0.624463371033423	1.88093854035591
HG02649	0.302119964164131	-0.278889701353845	0.995470681787424
HG02651	-0.225861964639654	-1.0941440123788	0.196357343893643
HG02652	0.00796362465697364	-0.733095064862891	0.550257992673706
HG02654	0.35171996531954	-0.202302582434065	1.07054147554098
HG02655	1.21418847038169	1.12943081319219	2.375908285102
HG02657	-0.448461971015947	-1.43785959227301	-0.140553115359299
HG02658	0.711532792408139	0.353282642065297	1.61512683648924
HG02660	0.809738729834233	0.50492194918375	1.76376388290361
HG02661	0.652686465554445	0.262418316909034	1.52606150658035
HG02681	1.18096394758712	1.07812899022756	2.3256221713889
HG02682	1.39285418282377	1.40530766494498	2.64632313464097
HG02684	-0.130266308709418	-0.94653522813697	0.341043666532815
HG02685	0.60000599831951	0.18107466539923	1.44632835338457
HG02687	1.02727296802794	0.840815501231543	2.09300718026986
HG02688	-0.227837362305427	-1.09719421424207	0.193367532053036
HG02694	-0.142234452435038	-0.965015180262196	0.322929593381406
HG02696	0.509266354956567	0.0409640263852992	1.30899172246742
HG02697	-0.30012733613076	-1.208816808861	0.0839549193700672
HG02699	0.00092522088857013	-0.74396302965844	0.539605199420808
HG02700	0.674275085917366	0.295753199903663	1.55873640232502
HG02724	1.04960266539612	0.875294677601349	2.12680371387183
HG02725	1.65285377251318	1.8067717583075	3.03983876203837
HG02727	-0.0474360441716363	-0.818637422239035	0.466409262517085
HG02728	1.16920474775264	1.05997166734156	2.30782433983814
HG02731	1.94787770179761	2.26231676294352	3.48636456913022
HG02733	-0.0200862701459639	-0.776406770082995	0.507803802784425
HG02734	1.15114460236825	1.03208508528425	2.28048987577104
HG02736	1.31601195403122	1.2866559557211	2.5300205746637
HG02737	0.487310355514774	0.00706187515383946	1.27576078965789
HG02774	-0.310274254776349	-1.2244846162577	0.0685973141456143
HG02775	0.60019756123827	0.181370456764107	1.44661828846582
HG02778	0.0642340745584592	-0.646208138695863	0.635424670911044
HG02780	0.269470264344253	-0.329303942977858	0.946054576460856
HG02783	0.628819831466333	0.225565964075536	1.48993878231656
HG02784	2.60836713450115	3.28217526192276	4.48603119864369
HG02786	0.619923053762295	0.211828493185423	1.47647329545098
HG02787	1.27967678503278	1.2305509991842	2.47502642316487
HG02789	0.263732738283189	-0.338163228875196	0.937370692881171
HG02790	-0.84489461579537	-2.0499892979614	-0.740563450443088
HG02792	0.330524961229936	-0.235029684468391	1.0384623274855
HG02793	1.2081040172934	1.12003583897083	2.36669931912914
HG03006	0.484936605517174	0.00339657940551091	1.27216806198972
HG03007	0.248954595177995	-0.360982087283378	0.915003618137876
HG03009	0.278894289315922	-0.31475235216344	0.960318064736992
HG03012	1.09235254387932	0.941304555644293	2.19150668233641
HG03015	-0.356663034095723	-1.29611330326407	-0.00161321818587957
HG03016	0.401430613548316	-0.125544613910078	1.14577973629919
HG03018	0.239760933207549	-0.375177975715571	0.901088789800256
HG03019	0.380682623657706	-0.157581483508523	1.11437715497669
HG03021	0.730265709848118	0.382208048159439	1.64347955723078
HG03022	-0.0258043828931404	-0.785236079977415	0.499149301721856
HG03228	0.953958865500928	0.727611554498958	1.98204452418468
HG03229	1.22228643062281	1.14193483394919	2.38816474254001
HG03234	-0.409829931681716	-1.37820804949715	-0.0820825954080484
HG03235	-0.333765946421064	-1.26075802230024	0.0330420742806603
HG03237	1.12707048312316	0.994912355635804	2.24405311773581
HG03238	-0.417138415548145	-1.38949304364963	-0.0931441613799691
HG03488	0.378017039550458	-0.161697398876607	1.1103427293701
HG03490	-0.0527776454395185	-0.826885362601849	0.458324620626887
HG03491	0.740291292682058	0.397688501523487	1.65865351778831
HG03585	1.02637454465382	0.839428250098656	2.0916473949019
HG03589	0.838444824278201	0.549246889056516	1.80721124671961
HG03593	1.93556164640852	2.24329960212227	3.46772392331502
HG03594	0.300563233171382	-0.281293442057282	0.993114532017987
HG03595	0.622456812917007	0.21574085828977	1.48030820082384
HG03598	0.549039127029248	0.102376968997045	1.36918876883281
HG03600	-0.154311858422973	-0.983663843711664	0.304650149170157
HG03603	0.452009225245135	-0.0474464272450328	1.22233168062549
HG03604	1.19394995322953	1.09818061795459	2.34527680301299
HG03607	1.19187351500032	1.09497439985205	2.34213406385138
HG03611	0.744760631349477	0.404589585475923	1.66541796927019
HG03615	0.537090507749732	0.0839271644734485	1.3511042463998
HG03616	1.12720211939233	0.995115614554479	2.24425235239273
HG03619	0.720635302684677	0.367337783613246	1.62890370454754
