FID	IID	PRS_raw	PRS_std_within	PRS_std_EUR
0	HG01583	3.2541e-05	-1.42646674016399	-0.152318409514607
0	HG01586	-1.73366e-05	-2.07479367823205	-0.760842969556421
0	HG01589	0.000100457	-0.543670207735989	0.676281082437689
0	HG01593	5.59346e-05	-1.12238833506051	0.133091877824683
0	HG02490	0.000110707	-0.410437030614442	0.801334748621077
0	HG02491	2.25893e-05	-1.55582250687233	-0.273732709003117
0	HG02493	1.10727e-05	-1.70551940517848	-0.41423934821947
0	HG02494	0.00013208	-0.132623109188216	1.06209299323938
0	HG02597	3.47926e-05	-1.39719963561697	-0.124848084170361
0	HG02600	0.000234583	1.19974765710348	2.31266625614629
0	HG02601	0.000121737	-0.267065133672914	0.93590469379208
0	HG02603	0.000130073	-0.158710815186552	1.03760687538279
0	HG02604	0.00029884	2.03498319488877	3.09662463936054
0	HG02648	0.000137433	-0.0630428948339094	1.1274015078813
0	HG02649	0.0001191	-0.301341805679697	0.903732350599339
0	HG02651	0.000137605	-0.0608071771300162	1.12949996940164
0	HG02652	0.000112617	-0.385610165414232	0.824637431783055
0	HG02654	1.87314e-05	-1.60596887506913	-0.32080046888301
0	HG02655	9.51653e-05	-0.612453622699315	0.611720449721334
0	HG02657	0.000144935	0.0344707924603193	1.21892859116986
0	HG02658	0.000137349	-0.0641347569683692	1.12637667783648
0	HG02660	0.000228434	1.1198207491893	2.23764625679394
0	HG02661	0.000103818	-0.499982723998865	0.717286484588164
0	HG02681	0.000204031	0.802621800770069	1.93992092841606
0	HG02682	0.000232164	1.1683046273028	2.28315359092701
0	HG02684	0.0001426	0.00411962479409361	1.1904407559954
0	HG02685	0.000130918	-0.147727202048239	1.04791617761937
0	HG02687	0.000222011	1.03633229097938	2.15928335943824
0	HG02688	0.000101371	-0.53178970784437	0.687432209353944
0	HG02694	9.53334e-05	-0.610268598594522	0.613771329846741
0	HG02696	0.000129832	-0.161843419643751	1.03466658918277
0	HG02697	9.32057e-05	-0.637925206493206	0.587812628818605
0	HG02699	8.62263e-05	-0.728645951508047	0.502661452451742
0	HG02700	0.000104781	-0.487465304528812	0.729035429030564
0	HG02724	0.000244766	1.33210994418921	2.43690249836536
0	HG02725	0.000196293	0.702040500812359	1.84551456071586
0	HG02727	2.77246e-05	-1.4890720352165	-0.211080212227356
0	HG02728	0.000177655	0.459777090549784	1.61812429434259
0	HG02731	0.00028256	1.82336991454353	2.89800281638829
0	HG02733	9.77138e-05	-0.579327305441338	0.642813061259711
0	HG02734	0.000151361	0.117998245746471	1.29732808959859
0	HG02736	0.000287938	1.89327508786642	2.96361633997212
0	HG02737	0.000144885	0.033820874523141	1.21831857328604
0	HG02774	-9.47884e-06	-1.97265569483121	-0.664975487020891
0	HG02775	9.37284e-05	-0.631130964377944	0.594189755776074
0	HG02778	0.000118424	-0.310128696190347	0.895484908810074
0	HG02780	0.000151584	0.120896879746286	1.30004876936043
0	HG02783	0.000173879	0.41069528793408	1.5720557437564
0	HG02784	0.00029645	2.00391711749165	3.06746578451388
0	HG02786	0.000104507	-0.491026854824549	0.725692531027223
0	HG02787	0.00019034	0.624661271211913	1.77288583146808
0	HG02789	6.38285e-05	-1.01978059097468	0.229400281286639
0	HG02790	6.23387e-05	-1.03914554583084	0.211224188420297
0	HG02792	0.000146397	0.0534743929434119	1.2367655140928
0	HG02793	0.000230839	1.15108180196757	2.26698811700575
0	HG03006	4.59662e-05	-1.25196117435987	0.0114738323629764
0	HG03007	5.38768e-05	-1.14913635768302	0.107985981798129
0	HG03009	8.69573e-05	-0.719144151266501	0.511579913913211
0	HG03012	0.000181611	0.511198597739329	1.66638890931054
0	HG03015	7.33319e-05	-0.896251988491079	0.345345160428807
0	HG03016	0.000182585	0.523858999155562	1.67827205768738
0	HG03018	5.3064e-05	-1.15970142366979	0.0980695310787282
0	HG03019	0.000154526	0.159138051169856	1.33594222164448
0	HG03021	0.00019898	0.736967090756319	1.87829692179242
0	HG03022	0.000180308	0.494261736296464	1.65049184325815
0	HG03228	0.000179102	0.478585715651723	1.63577821190038
0	HG03229	0.000188289	0.59800163742886	1.74786289787373
0	HG03234	0.00011089	-0.40805833096437	0.803567414075864
0	HG03235	0.000164317	0.286404981628107	1.45539592365439
0	HG03237	0.000271633	1.68133684855259	2.76468950805796
0	HG03238	6.05468e-05	-1.06243730486344	0.189362367499905
0	HG03488	0.000168182	0.336643638171988	1.50255030607379
0	HG03490	1.28164e-06	-1.83278711553825	-0.533693782250839
0	HG03491	0.000165361	0.299975268156389	1.46813309706858
0	HG03585	0.000314946	2.24433476081264	3.29312360009709
0	HG03589	0.00017781	0.461791836155037	1.62001534978244
0	HG03593	0.000299066	2.03792082396482	3.09938192019541
0	HG03594	6.55924e-05	-0.996852785986905	0.250920492192091
0	HG03595	7.34849e-05	-0.894263239603314	0.3472118151533
0	HG03598	0.000165407	0.300573192658593	1.4686943135217
0	HG03600	0.000129685	-0.163754178379056	1.03287313660433
0	HG03603	0.000183116	0.530761127648396	1.68475044761357
0	HG03604	0.000189926	0.619279950692077	1.76783488339004
0	HG03607	0.000202988	0.78906451260053	1.92719595535955
0	HG03611	0.000269232	1.65012778920929	2.73539644927685
0	HG03615	0.000132565	-0.126318905197587	1.06801016671244
0	HG03616	0.000212841	0.917137341300881	2.04740607954539
0	HG03619	7.61324e-05	-0.859850084829724	0.379512262101644
0	HG03624	5.07911e-05	-1.18924539325804	0.0703393381159747
0	HG03625	0.000132603	-0.125824967565331	1.06847378030415
0	HG03629	0.000110464	-0.413595631789129	0.798370061705705
0	HG03631	0.00012427	-0.234140290975463	0.966808199786473
0	HG03634	4.83699e-05	-1.22071701944796	0.0407998321098067
0	HG03636	9.66779e-05	-0.592792305263798	0.630174710742699
0	HG03640	0.000196451	0.704094241493842	1.84744221722873
0	HG03642	0.000123349	-0.246111779378287	0.955571670366482
0	HG03643	0.000175505	0.431830619251118	1.59189352533827
0	HG03644	0.000298906	2.03584108656585	3.09742986296718
0	HG03645	0.000250059	1.4009102570189	2.5014789915467
0	HG03646	0.000138389	-0.050616463875061	1.13906504981996
0	HG03649	-5.25723e-05	-2.5327999474127	-1.19073111253574
0	HG03652	0.000173284	0.402961264481659	1.56479653093892
0	HG03653	0.000186962	0.580752815376148	1.73167302323711
0	HG03660	0.000151022	0.113591802132403	1.29319216834628
0	HG03663	0.000148135	0.076065540439729	1.25796973573443
0	HG03667	0.000128592	-0.177961384485773	1.019538145664
0	HG03668	0.000166548	0.315404319985001	1.4826149216305
0	HG03672	0.000206475	0.834389789539343	1.96973860257725
0	HG03673	0.000292132	1.94779020443694	3.01478464006706
0	HG03679	9.35795e-06	-1.727808340834	-0.435159911545125
0	HG03680	0.000104567	-0.490246953299935	0.726424552487809
0	HG03681	0.000242704	1.30530732845998	2.41174536083657
0	HG03684	0.000121162	-0.274539189950465	0.928889488128134
0	HG03685	0.000128254	-0.182354829741098	1.01541442476936
0	HG03686	9.11876e-05	-0.664157194273596	0.563191086991805
0	HG03687	0.000285351	1.85964833379682	2.9320540146632
0	HG03689	0.00025686	1.48931209483389	2.58445362410408
0	HG03690	0.000217716	0.980504340175763	2.10688282321798
0	HG03691	0.00021269	0.915174589130603	2.04556382553625
0	HG03692	6.76838e-05	-0.969668018510612	0.276436320236573
0	HG03693	9.8139e-05	-0.573800403303574	0.648000653343728
0	HG03694	0.000248035	1.37460157892193	2.47678546760961
0	HG03695	3.17236e-05	-1.43709159860098	-0.16229098187932
0	HG03696	0.000216344	0.962670591979591	2.09014393248592
0	HG03697	0.000199447	0.743037324289564	1.88399448882731
0	HG03698	0.000143952	0.0216934058153944	1.20693563957393
0	HG03702	0.000161819	0.25393508148668	1.42491943017867
0	HG03703	4.84975e-05	-1.21905842887228	0.042356597749319
0	HG03705	0.000163202	0.271911811629031	1.44179252484517
0	HG03706	0.000184151	0.544214428947986	1.69737781780867
0	HG03708	0.000269193	1.64962085321829	2.73492063532747
0	HG03709	0.000121118	-0.275111117735181	0.928352672390371
0	HG03711	6.98806e-05	-0.941113224022747	0.30323806598015
0	HG03713	0.000180672	0.498993138879121	1.65493277345237
0	HG03714	9.3946e-05	-0.628302521515345	0.596844553606465
0	HG03716	0.000137837	-0.057791557901509	1.13233045238257
0	HG03717	0.000112895	-0.381996621683521	0.828029131217102
0	HG03718	0.000195142	0.687079389898515	1.83147194903029
0	HG03720	0.000200668	0.758908320315458	1.89889112555023
0	HG03722	0.000217906	0.982974028337041	2.1092008911765
0	HG03727	-4.67958e-05	-2.4577149281305	-1.12025574641785
0	HG03729	0.000179645	0.48564382444948	1.64240300611868
0	HG03730	0.000237591	1.23884672020413	2.34936493203699
0	HG03731	0.000170724	0.369685466098131	1.53356361528727
0	HG03736	0.000106002	-0.471594308502918	0.743932065753483
0	HG03738	-5.12168e-05	-2.5151806721358	-1.17419352770534
0	HG03740	8.54448e-05	-0.738804168866144	0.493126872927614
0	HG03741	6.51181e-05	-1.00301790753898	0.245133862546161
0	HG03742	0.000201563	0.770541851390949	1.90981044567064
0	HG03743	7.88702e-05	-0.82426317826159	0.412914401348169
0	HG03744	8.20536e-05	-0.782884203037323	0.45175301997531
0	HG03745	5.9681e-05	-1.07369128386362	0.178799297823653
0	HG03746	0.000227596	1.10892812456219	2.22742235706109
