"ensemble_id","gene_name","log2FoldChange","pvalue","padj"
"ENSG00000000003.15","TSPAN6",-0.0714546495373412,0.694051065300436,0.870028722972731
"ENSG00000000005.6","TNMD",-0.506905657050392,0.347297082318466,0.654501691046739
"ENSG00000000419.13","DPM1",-0.0704454069957902,0.475502073630921,0.749281726840341
"ENSG00000000457.14","SCYL3",0.112198733682869,0.359881640373037,0.666266016859246
"ENSG00000000460.17","C1orf112",0.0658423474775934,0.763799749300707,0.906003311504998
"ENSG00000000938.13","FGR",0.0852598003056779,0.688612397268488,0.867125952356187
"ENSG00000000971.16","CFH",-0.355370332631998,0.170660277238675,0.4837902822166
"ENSG00000001036.14","FUCA2",-0.296515079675638,0.0964405270103704,0.372215138752458
"ENSG00000001084.13","GCLC",-0.227783530763503,0.241861813068844,0.561425387522697
"ENSG00000001167.14","NFYA",0.253060994917942,0.0719766635976188,0.325825227089711
"ENSG00000001460.18","STPG1",0.143584614093946,0.363958200120261,0.670384778810621
"ENSG00000001461.17","NIPAL3",0.19759043918881,0.162372904749124,0.47351276136688
"ENSG00000001497.18","LAS1L",-0.0807909744871944,0.485897469973219,0.755811247123161
"ENSG00000001561.7","ENPP4",0.276295785516961,0.151662835774222,0.460545186158541
"ENSG00000001617.12","SEMA3F",0.341143289987895,0.0151612519215558,0.159463988114078
"ENSG00000001626.16","CFTR",1.60202863794472,0.00796354239061372,0.118322427677288
"ENSG00000001629.10","ANKIB1",0.461741084711908,0.00153016786147749,0.0538897814941869
"ENSG00000001630.17","CYP51A1",0.0659015826596921,0.837765753477154,0.939492793789614
"ENSG00000001631.16","KRIT1",-0.00790517245568906,0.930840559829829,0.97444190332213
"ENSG00000002016.18","RAD52",0.317012884562737,0.00574693641644638,0.101069284834937
"ENSG00000002079.14","MYH16",0.436730174761263,0.190441895351987,0.507939858082874
"ENSG00000002330.14","BAD",-0.101610665067686,0.436855832694389,0.72192131400221
"ENSG00000002549.12","LAP3",-0.20159094711919,0.270313419645272,0.588781705738449
"ENSG00000002586.20","CD99",-0.237333820169731,0.0826439682428592,0.348121783269442
"ENSG00000002587.10","HS3ST1",0.753783070326897,0.00535867263673751,0.0980796099557286
"ENSG00000002726.21","AOC1",0.0888420172084389,0.829582616575831,0.936218569099878
"ENSG00000002745.13","WNT16",-0.117722891844572,0.764920077747451,0.90657409425506
"ENSG00000002746.15","HECW1",0.00829022597817274,0.983669278086634,0.995298243339735
"ENSG00000002822.15","MAD1L1",-0.581497684431295,0.0854698847124424,0.353005661741207
"ENSG00000002834.18","LASP1",-0.171804252876341,0.169556173874797,0.482203852333474
"ENSG00000002919.15","SNX11",-0.204863830498613,0.0548885666901368,0.287976853321989
"ENSG00000002933.9","TMEM176A",-0.264230096147518,0.264045655148659,0.583190622126922
"ENSG00000003056.8","M6PR",0.243732716854567,0.151408388971728,0.460499470045824
"ENSG00000003096.14","KLHL13",-0.422473425358761,0.148630987027354,0.456179682211027
"ENSG00000003137.8","CYP26B1",0.254394334208111,0.560756195293449,0.800666118522343
"ENSG00000003147.19","ICA1",0.198666687250304,0.49825837747527,0.763292174294775
"ENSG00000003249.15","DBNDD1",-0.197264591334377,0.518991009893424,0.776923238737482
"ENSG00000003393.15","ALS2",-0.0440346356605801,0.693446487657446,0.869697469937047
"ENSG00000003400.15","CASP10",-0.119048252293385,0.339735169057956,0.648320879115241
"ENSG00000003402.20","CFLAR",0.173243860962065,0.0809686529614173,0.345156362641646
"ENSG00000003436.16","TFPI",-0.383277468120135,0.145633978088039,0.451763538401713
"ENSG00000003509.16","NDUFAF7",-0.0113407823102087,0.89878707859457,0.963258403283322
"ENSG00000003756.17","RBM5",0.0842857732063163,0.352895900701216,0.660314890262266
"ENSG00000003987.14","MTMR7",1.5973729184316,4.08703684772593e-05,0.00675849568603271
"ENSG00000003989.18","SLC7A2",0.211910095393695,0.44995960567953,0.731874188011472
"ENSG00000004059.11","ARF5",-0.0252866255255763,0.796190857656669,0.921345869795443
"ENSG00000004139.14","SARM1",0.401490137350788,0.0516256958437396,0.279846980921655
"ENSG00000004142.12","POLDIP2",-0.340795326021416,0.00139116379313814,0.0510518998005174
"ENSG00000004399.13","PLXND1",-0.129534086506905,0.499368389350612,0.763996560954515
"ENSG00000004455.17","AK2",-0.113133720209532,0.305029801548923,0.620129267184799
"ENSG00000004468.13","CD38",-0.777517173245185,0.0231831958266186,0.194777249988212
"ENSG00000004478.8","FKBP4",-0.198932879991558,0.156226476418126,0.466104363154603
"ENSG00000004487.17","KDM1A",-0.13381764014145,0.193572506735222,0.511949076466146
"ENSG00000004534.15","RBM6",0.186927898649617,0.0778830268733682,0.338537791158634
"ENSG00000004660.15","CAMKK1",-0.123167730841068,0.581403683015458,0.810814407131633
"ENSG00000004700.16","RECQL",0.266734703218545,0.179154867046139,0.494068327496297
"ENSG00000004766.17","VPS50",0.153099706287876,0.10650302732925,0.390274966807208
"ENSG00000004776.13","HSPB6",0.13396406668791,0.691730562418071,0.868673985343526
"ENSG00000004777.18","ARHGAP33",0.338922119857121,0.0692580383692451,0.321303217953543
"ENSG00000004779.10","NDUFAB1",-0.436698873619793,0.00261671572599899,0.0695622874537998
"ENSG00000004799.8","PDK4",-1.26783917665878,0.000436318789857712,0.0276795088176442
"ENSG00000004809.14","SLC22A16",0.510638793792227,0.170627690767964,0.4837902822166
"ENSG00000004838.14","ZMYND10",0.469785487436414,0.0654155589478031,0.312318197942024
"ENSG00000004846.16","ABCB5",0.376164744825426,0.564901254596297,0.803002050062928
"ENSG00000004848.8","ARX",-0.964485987874397,0.136615737256735,0.439687341433313
"ENSG00000004864.14","SLC25A13",-0.353243267904251,0.0538211310592046,0.285512511288425
"ENSG00000004866.22","ST7",-0.347990278034037,0.00777477438061894,0.116813477780371
"ENSG00000004897.12","CDC27",-0.00947189505312947,0.922570826925906,0.971071858964995
"ENSG00000004939.15","SLC4A1",0.327904632630189,0.36637978467692,0.672901964329495
"ENSG00000004948.16","CALCR",-0.911216085128416,0.0870761029542938,0.355808682434804
"ENSG00000004961.15","HCCS",-0.0901962874932919,0.330785520431362,0.640895221123206
"ENSG00000004975.12","DVL2",0.104518309862596,0.404665591670097,0.700396558075699
"ENSG00000005001.10","PRSS22",3.14168948557205,1.53845889540973e-06,0.000686896255818856
"ENSG00000005007.13","UPF1",-0.0198867581224381,0.832632264748884,0.937302395013291
"ENSG00000005020.13","SKAP2",0.445777006147517,0.0371043712007985,0.24172884243633
"ENSG00000005022.6","SLC25A5",-0.0431166321682537,0.766070607272474,0.907088200947424
"ENSG00000005059.16","MCUB",-0.0475524990790078,0.867127295602043,0.950921201912858
"ENSG00000005073.6","HOXA11",-2.73307230604769,2.70496890532198e-05,0.0056302263500123
"ENSG00000005075.15","POLR2J",-0.401000082210491,0.0037648179431725,0.0822640357909039
"ENSG00000005100.13","DHX33",0.0736247175320169,0.466051683658176,0.742932657911199
"ENSG00000005102.14","MEOX1",0.292860560140255,0.465825720017415,0.742932657911199
"ENSG00000005108.16","THSD7A",-0.0184155396202231,0.951550114567292,0.983539963849785
"ENSG00000005156.12","LIG3",-0.0892081074994057,0.412826183595232,0.705764972611884
"ENSG00000005175.10","RPAP3",-0.0122497317367671,0.877468042131165,0.95473341377896
"ENSG00000005187.12","ACSM3",0.308002961536939,0.330671694654602,0.640834251719129
"ENSG00000005189.20","REXO5",0.302635237684754,0.16992911630918,0.482972009902969
"ENSG00000005194.15","CIAPIN1",-0.108205324828318,0.385274599611754,0.68752270952525
"ENSG00000005206.17","SPPL2B",-0.0146333583459872,0.901902500863524,0.963963675915853
"ENSG00000005238.20","FAM214B",0.0378739679902572,0.745336914260345,0.895574370761174
"ENSG00000005243.10","COPZ2",-0.372804069217347,0.128922411116109,0.427858742221523
"ENSG00000005249.13","PRKAR2B",-0.275219505502919,0.422981240116928,0.712656883112729
"ENSG00000005302.19","MSL3",0.0892034758466998,0.275398469114504,0.592990184094546
"ENSG00000005339.15","CREBBP",0.244692576816348,0.0159792430471147,0.163148501628222
"ENSG00000005379.17","TSPOAP1",0.461800569424073,0.0615817877597583,0.302185725844163
"ENSG00000005381.8","MPO",0.56099987174241,0.122521268715401,0.418277337532416
"ENSG00000005421.9","PON1",-0.438132416933824,0.241220233814906,0.560924591834535
"ENSG00000005436.14","GCFC2",-0.147469186947676,0.225506116591262,0.545670313828994
"ENSG00000005448.17","WDR54",0.488038908191648,0.0445048458423328,0.26389950748856
"ENSG00000005469.12","CROT",-0.173797591924297,0.39670550244451,0.694643029282043
"ENSG00000005471.19","ABCB4",-0.196270549556716,0.58945356813618,0.816419712258841
"ENSG00000005483.21","KMT2E",0.447828096569555,0.000306030543882723,0.0223995962843559
"ENSG00000005486.17","RHBDD2",-0.180750814851487,0.22000556580569,0.540560313892381
"ENSG00000005513.10","SOX8",0.2073318250542,0.51822639740893,0.776555863343276
"ENSG00000005700.15","IBTK",-0.105928062303293,0.386156981743762,0.687999426970846
"ENSG00000005801.18","ZNF195",0.242199690073654,0.017077740987322,0.167428858662126
"ENSG00000005810.18","MYCBP2",0.0999705317973233,0.479948329643185,0.752066904703515
"ENSG00000005812.11","FBXL3",0.127301204228597,0.277443360113322,0.594092653788937
"ENSG00000005844.19","ITGAL",-0.430794008358015,0.0440783471223256,0.262540627369231
"ENSG00000005882.12","PDK2",-0.221970621869773,0.242730989187077,0.562084202339438
"ENSG00000005884.18","ITGA3",0.973497493999427,0.00503382982919471,0.0946783243963717
"ENSG00000005889.16","ZFX",0.270476687836524,0.0670780143683337,0.316748853925378
"ENSG00000005893.16","LAMP2",-0.0378746167954686,0.809105386884511,0.926821293881564
"ENSG00000005961.19","ITGA2B",0.0821854209567296,0.77838320287614,0.912684712296971
"ENSG00000005981.13","ASB4",-1.50899294734367,5.56078319241613e-05,0.00812456181428044
"ENSG00000006007.12","GDE1",0.218622621446264,0.0563863962407075,0.291440318134732
"ENSG00000006015.18","REX1BD",-0.542054995442453,0.00089046851859183,0.0409172575378328
"ENSG00000006016.11","CRLF1",-1.3978187591168,0.000650941366166724,0.0344625854905936
"ENSG00000006025.12","OSBPL7",-0.00554722068545142,0.982960821725076,0.994919615112898
"ENSG00000006042.12","TMEM98",0.150724204049555,0.593063188656775,0.818187751618413
"ENSG00000006047.13","YBX2",0.330493675083056,0.404820160495308,0.700396558075699
"ENSG00000006062.17","MAP3K14",0.126120672163771,0.597900503280847,0.820761290412022
"ENSG00000006071.15","ABCC8",-0.562339309015787,0.196866261558713,0.514315467040674
"ENSG00000006116.4","CACNG3",-0.507301078129344,0.568078909588581,NA
"ENSG00000006118.15","TMEM132A",1.2151044631137,0.00207595665401511,0.0624161647636486
"ENSG00000006125.18","AP2B1",0.055733351119854,0.649242730111685,0.847678887932619
"ENSG00000006128.12","TAC1",-0.44213875376848,0.672608489362916,NA
"ENSG00000006194.10","ZNF263",-0.11464459989811,0.190724524713274,0.508389979357602
"ENSG00000006210.7","CX3CL1",0.878826989879873,6.40989538338879e-05,0.00889713406350271
"ENSG00000006282.21","SPATA20",0.189291925703567,0.264900795480879,0.583954326305068
"ENSG00000006283.18","CACNA1G",-0.0123762598539061,0.98004973813859,0.993956786935457
"ENSG00000006327.14","TNFRSF12A",-0.128325841928452,0.578872030615047,0.809993872658725
"ENSG00000006377.11","DLX6",0.498126522817824,0.496830755671913,0.762946352175114
"ENSG00000006432.15","MAP3K9",0.35256553837327,0.0329637570395128,0.228874475909895
"ENSG00000006451.8","RALA",0.0529149710992315,0.59746511309015,0.820398634755927
"ENSG00000006453.14","BAIAP2L1",-0.288807429900321,0.184111998398303,0.499984535808596
"ENSG00000006459.11","KDM7A",0.275014448877316,0.0659556806853084,0.313555763953634
"ENSG00000006468.14","ETV1",0.401356295046051,0.131009713152956,0.431369125572092
"ENSG00000006530.18","AGK",0.130565995344935,0.249376050871612,0.569021847840887
"ENSG00000006534.16","ALDH3B1",-0.162459906471612,0.446254467103417,0.728593126583147
"ENSG00000006555.11","TTC22",-0.222620433860066,0.374535033284619,0.679356693524385
"ENSG00000006576.16","PHTF2",0.106552774528051,0.466044036859539,0.742932657911199
"ENSG00000006606.9","CCL26",-0.606560892764983,0.17906348792682,0.493968878392706
"ENSG00000006607.14","FARP2",0.239633721950029,0.0536186171564424,0.28511098352599
"ENSG00000006611.17","USH1C",0.876509739481209,0.127853600923936,0.426647759628759
"ENSG00000006625.18","GGCT",-0.0614005140235602,0.692598978395702,0.869343318411818
"ENSG00000006634.8","DBF4",0.120738127922958,0.431326631548197,0.718493292659162
"ENSG00000006638.13","TBXA2R",0.127386936164291,0.576967181138141,0.80830320131313
"ENSG00000006652.15","IFRD1",-0.371203260355432,0.0345922960113211,0.234013388345273
"ENSG00000006659.13","LGALS14",3.68731407637176,0.00118077531817589,0.046313016103388
"ENSG00000006695.12","COX10",0.0305274940442679,0.836581821594525,0.938845897477932
"ENSG00000006704.11","GTF2IRD1",0.102151803863711,0.492024569262902,0.759527842917131
"ENSG00000006712.15","PAF1",-0.274870161763318,0.00763128764948212,0.115565045133961
"ENSG00000006715.16","VPS41",0.101514209568408,0.435176174605109,0.720693282733448
"ENSG00000006740.17","ARHGAP44",-0.431640396545358,0.214106068598391,0.533690071344456
"ENSG00000006744.19","ELAC2",-0.0879413294923399,0.396816388001533,0.694700968381458
"ENSG00000006747.15","SCIN",0.689569677550179,0.0537519331224621,0.285310323970271
"ENSG00000006756.16","ARSD",-0.0243053860631484,0.904118727406207,0.964873630148235
"ENSG00000006757.12","PNPLA4",-0.114196795768251,0.458016413874322,0.737900030748089
"ENSG00000006788.14","MYH13",0.464388501842842,0.491724417083851,0.759353894170242
"ENSG00000006831.10","ADIPOR2",-0.0122380312315853,0.929819687373088,0.974223232362237
"ENSG00000006837.12","CDKL3",-0.19951147790327,0.199304969266209,0.516989693811281
"ENSG00000007001.13","UPP2",-0.0826224977090994,0.833104848357919,0.937496672379245
"ENSG00000007038.11","PRSS21",-2.52864516607773,5.86856223976248e-07,0.000349362030757771
"ENSG00000007047.15","MARK4",-0.0952709541698416,0.460862220182312,0.739689182706195
"ENSG00000007062.12","PROM1",1.46857839580155,0.0110198178735466,0.137434777008585
"ENSG00000007080.11","CCDC124",-0.515410130710809,6.66449123508003e-05,0.00903604744836678
"ENSG00000007129.18","CEACAM21",-0.0576127965011429,0.825398096713494,0.934034270425074
"ENSG00000007168.14","PAFAH1B1",0.0583166832715931,0.54850058495132,0.793931425448038
"ENSG00000007171.18","NOS2",-0.475125517086703,0.0928362735721602,0.36701561254496
"ENSG00000007174.18","DNAH9",0.865790047950433,0.0470774293323726,0.270037207187585
"ENSG00000007202.15","KIAA0100",0.0398974233756489,0.740032615705328,0.892845151420016
"ENSG00000007216.15","SLC13A2",-0.0241928292728579,0.959570942337691,0.985846441966803
"ENSG00000007237.19","GAS7",0.612176753034485,0.0405630611867923,0.25259038729265
"ENSG00000007255.10","TRAPPC6A",-0.277606768863892,0.119054398492476,0.412914070587122
"ENSG00000007264.15","MATK",0.573472182119198,0.0252334231163533,0.202025753695155
