ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016070,RNA metabolic process,14/23,42/132,0.333333333333333,1.91304347826087,3.27930012866544,0.00154883559710183,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/IGF2BP2/ZBTB46/CDKAL1/JAZF1/PABPC4/GATAD2A,14
GO:0051253,negative regulation of RNA metabolic process,8/23,17/132,0.470588235294118,2.70076726342711,3.43800691041064,0.00226819063754967,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/TCF7L2/IGF2BP2/ZBTB46/JAZF1/GATAD2A,8
GO:0019219,regulation of nucleobase-containing compound metabolic process,12/23,35/132,0.342857142857143,1.96770186335404,3.05615973240598,0.0035185638129145,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/IGF2BP2/ZBTB46/JAZF1/GCKR/GATAD2A,12
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,8/23,18/132,0.444444444444444,2.55072463768116,3.23970025963402,0.0036211807608367,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/TCF7L2/IGF2BP2/ZBTB46/JAZF1/GATAD2A,8
GO:0032774,RNA biosynthetic process,13/23,40/132,0.325,1.86521739130435,2.99949152544457,0.0037149064141031,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/ZBTB46/CDKAL1/JAZF1/PABPC4/GATAD2A,13
GO:0141187,nucleic acid biosynthetic process,13/23,40/132,0.325,1.86521739130435,2.99949152544457,0.0037149064141031,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/ZBTB46/CDKAL1/JAZF1/PABPC4/GATAD2A,13
GO:0007159,leukocyte cell-cell adhesion,6/23,11/132,0.545454545454545,3.1304347826087,3.37721117996779,0.0038327496569928,0.0854070460790098,0.0675414912725317,HLA-DRB5/HLA-DRB1/NFAT5/ZMIZ1/HLA-DQB1/HLA-DQA1,6
GO:0022409,positive regulation of cell-cell adhesion,6/23,11/132,0.545454545454545,3.1304347826087,3.37721117996779,0.0038327496569928,0.0854070460790098,0.0675414912725317,HLA-DRB5/HLA-DRB1/NFAT5/ZMIZ1/HLA-DQB1/HLA-DQA1,6
GO:1903037,regulation of leukocyte cell-cell adhesion,6/23,11/132,0.545454545454545,3.1304347826087,3.37721117996779,0.0038327496569928,0.0854070460790098,0.0675414912725317,HLA-DRB5/HLA-DRB1/NFAT5/ZMIZ1/HLA-DQB1/HLA-DQA1,6
GO:1903039,positive regulation of leukocyte cell-cell adhesion,6/23,11/132,0.545454545454545,3.1304347826087,3.37721117996779,0.0038327496569928,0.0854070460790098,0.0675414912725317,HLA-DRB5/HLA-DRB1/NFAT5/ZMIZ1/HLA-DQB1/HLA-DQA1,6
GO:0051252,regulation of RNA metabolic process,11/23,31/132,0.354838709677419,2.03646563814867,3.01898799068862,0.00427078874772094,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/IGF2BP2/ZBTB46/JAZF1/GATAD2A,11
GO:0006351,DNA-templated transcription,10/23,27/132,0.37037037037037,2.1256038647343,3.00095252520399,0.00494704800169366,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/ZBTB46/JAZF1/GATAD2A,10
GO:0006355,regulation of DNA-templated transcription,10/23,27/132,0.37037037037037,2.1256038647343,3.00095252520399,0.00494704800169366,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/ZBTB46/JAZF1/GATAD2A,10
GO:2001141,regulation of RNA biosynthetic process,10/23,27/132,0.37037037037037,2.1256038647343,3.00095252520399,0.00494704800169366,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/ZBTB46/JAZF1/GATAD2A,10
GO:0006357,regulation of transcription by RNA polymerase II,9/23,23/132,0.391304347826087,2.24574669187146,3.00861577612648,0.00542682126074716,0.0854070460790098,0.0675414912725317,WFS1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/ZBTB46/JAZF1/GATAD2A,9
GO:0006366,transcription by RNA polymerase II,9/23,23/132,0.391304347826087,2.24574669187146,3.00861577612648,0.00542682126074716,0.0854070460790098,0.0675414912725317,WFS1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/ZBTB46/JAZF1/GATAD2A,9
GO:0006139,nucleobase-containing compound metabolic process,15/23,52/132,0.288461538461538,1.65551839464883,2.77861181605374,0.00569380307193399,0.0854070460790098,0.0675414912725317,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/IGF2BP2/ZBTB46/CDKAL1/JAZF1/GCKR/PABPC4/GATAD2A,15
GO:0090304,nucleic acid metabolic process,14/23,47/132,0.297872340425532,1.7095282146161,2.77392971576351,0.00619593301293431,0.0877757176832361,0.0694146811301501,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/IGF2BP2/ZBTB46/CDKAL1/JAZF1/PABPC4/GATAD2A,14
GO:0045785,positive regulation of cell adhesion,6/23,12/132,0.5,2.8695652173913,3.10832868593149,0.00676152384134389,0.0907467673443522,0.0717642428345895,HLA-DRB5/HLA-DRB1/NFAT5/ZMIZ1/HLA-DQB1/HLA-DQA1,6
GO:0045892,negative regulation of DNA-templated transcription,7/23,16/132,0.4375,2.51086956521739,2.95015127913301,0.00798855329115289,0.0961891004178819,0.0760681417359514,WFS1/TLE1/HMGA2/TCF7L2/ZBTB46/JAZF1/GATAD2A,7
GO:1902679,negative regulation of RNA biosynthetic process,7/23,16/132,0.4375,2.51086956521739,2.95015127913301,0.00798855329115289,0.0961891004178819,0.0760681417359514,WFS1/TLE1/HMGA2/TCF7L2/ZBTB46/JAZF1/GATAD2A,7
GO:0034654,nucleobase-containing compound biosynthetic process,13/23,43/132,0.302325581395349,1.73508594539939,2.68635658812934,0.00829866748703294,0.0961891004178819,0.0760681417359514,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/ZBTB46/CDKAL1/JAZF1/PABPC4/GATAD2A,13
GO:0009890,negative regulation of biosynthetic process,9/23,25/132,0.36,2.06608695652174,2.70929978284924,0.0106996684884261,0.104559499746016,0.082687610259026,WFS1/TLE1/HMGA2/HLA-DRB1/TCF7L2/IGF2BP2/ZBTB46/JAZF1/GATAD2A,9
GO:0010558,negative regulation of macromolecule biosynthetic process,9/23,25/132,0.36,2.06608695652174,2.70929978284924,0.0106996684884261,0.104559499746016,0.082687610259026,WFS1/TLE1/HMGA2/HLA-DRB1/TCF7L2/IGF2BP2/ZBTB46/JAZF1/GATAD2A,9
GO:0022407,regulation of cell-cell adhesion,6/23,13/132,0.461538461538462,2.64882943143813,2.86523497146768,0.0110710058554605,0.104559499746016,0.082687610259026,HLA-DRB5/HLA-DRB1/NFAT5/ZMIZ1/HLA-DQB1/HLA-DQA1,6
GO:0048878,chemical homeostasis,6/23,13/132,0.461538461538462,2.64882943143813,2.86523497146768,0.0110710058554605,0.104559499746016,0.082687610259026,WFS1/HLA-DRB1/TCF7L2/HNF1A/KCNQ1/GCKR,6
GO:0098609,cell-cell adhesion,6/23,13/132,0.461538461538462,2.64882943143813,2.86523497146768,0.0110710058554605,0.104559499746016,0.082687610259026,HLA-DRB5/HLA-DRB1/NFAT5/ZMIZ1/HLA-DQB1/HLA-DQA1,6
GO:0009892,negative regulation of metabolic process,10/23,30/132,0.333333333333333,1.91304347826087,2.60338451341805,0.0124553399223045,0.109286912497102,0.0864261367826305,WFS1/TLE1/HMGA2/HLA-DRB1/TCF7L2/IGF2BP2/ZBTB46/JAZF1/GCKR/GATAD2A,10
GO:0002696,positive regulation of leukocyte activation,5/23,10/132,0.5,2.8695652173913,2.81414856526169,0.0145715883329469,0.109286912497102,0.0864261367826305,HLA-DRB5/HLA-DRB1/ZMIZ1/HLA-DQB1/HLA-DQA1,5
GO:0050863,regulation of T cell activation,5/23,10/132,0.5,2.8695652173913,2.81414856526169,0.0145715883329469,0.109286912497102,0.0864261367826305,HLA-DRB5/HLA-DRB1/ZMIZ1/HLA-DQB1/HLA-DQA1,5
GO:0050867,positive regulation of cell activation,5/23,10/132,0.5,2.8695652173913,2.81414856526169,0.0145715883329469,0.109286912497102,0.0864261367826305,HLA-DRB5/HLA-DRB1/ZMIZ1/HLA-DQB1/HLA-DQA1,5
GO:0050870,positive regulation of T cell activation,5/23,10/132,0.5,2.8695652173913,2.81414856526169,0.0145715883329469,0.109286912497102,0.0864261367826305,HLA-DRB5/HLA-DRB1/ZMIZ1/HLA-DQB1/HLA-DQA1,5
GO:0051050,positive regulation of transport,5/23,10/132,0.5,2.8695652173913,2.81414856526169,0.0145715883329469,0.109286912497102,0.0864261367826305,WFS1/HLA-DRB1/TCF7L2/KCNQ1/ARAP1,5
GO:0051251,positive regulation of lymphocyte activation,5/23,10/132,0.5,2.8695652173913,2.81414856526169,0.0145715883329469,0.109286912497102,0.0864261367826305,HLA-DRB5/HLA-DRB1/ZMIZ1/HLA-DQB1/HLA-DQA1,5
GO:0010467,gene expression,15/23,57/132,0.263157894736842,1.51029748283753,2.33892630947399,0.0174042760871216,0.126802582920457,0.100277856931542,WFS1/TLE1/HMGA2/HLA-DRB1/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/IGF2BP2/ZBTB46/CDKAL1/JAZF1/PABPC4/GATAD2A,15
GO:0009059,macromolecule biosynthetic process,15/23,58/132,0.258620689655172,1.48425787106447,2.25403752673272,0.0212752952725106,0.144145741380204,0.113993151389372,WFS1/TLE1/HMGA2/HLA-DRB1/NFAT5/ZMIZ1/RBM6/TCF7L2/HNF1A/IGF2BP2/ZBTB46/CDKAL1/JAZF1/PABPC4/GATAD2A,15
GO:0080090,regulation of primary metabolic process,12/23,42/132,0.285714285714286,1.63975155279503,2.29774090647987,0.0217786428899678,0.144145741380204,0.113993151389372,WFS1/TLE1/HMGA2/NFAT5/ZMIZ1/TCF7L2/HNF1A/IGF2BP2/ZBTB46/JAZF1/GCKR/GATAD2A,12
GO:0048513,animal organ development,8/23,23/132,0.347826086956522,1.99621928166352,2.4059795356884,0.0220458192699136,0.144145741380204,0.113993151389372,WFS1/TLE1/HMGA2/ZMIZ1/TCF7L2/ANKH/HNF1A/KCNQ1,8
GO:0051240,positive regulation of multicellular organismal process,8/23,23/132,0.347826086956522,1.99621928166352,2.4059795356884,0.0220458192699136,0.144145741380204,0.113993151389372,HLA-DRB5/HMGA2/HLA-DRB1/ZMIZ1/HLA-DQB1/TCF7L2/HLA-DQA1/KCNQ1,8
GO:0019222,regulation of metabolic process,14/23,53/132,0.264150943396226,1.51599671862182,2.22206953856668,0.0237493884853556,0.151402351594142,0.119731814625418,WFS1/TLE1/HMGA2/HLA-DRB1/NFAT5/ZMIZ1/TCF7L2/HNF1A/IGF2BP2/ZBTB46/ARAP1/JAZF1/GCKR/GATAD2A,14
GO:0000122,negative regulation of transcription by RNA polymerase II,6/23,15/132,0.4,2.29565217391304,2.4390878542433,0.0250655182717626,0.152958140278539,0.120962161448933,WFS1/HMGA2/TCF7L2/ZBTB46/JAZF1/GATAD2A,6
